Date,IT Department,Cost Element,Country,Actual
1/07/2020,Core Infrastructure,Training,Brazil,71
1/07/2020,Core Infrastructure,Travel,Brazil,623
1/07/2020,Core Infrastructure,Travel,New Zealand,"8,982"
1/07/2020,Core Infrastructure,Travel,Switzerland,"1,125"
1/07/2020,Core Infrastructure,Vehicles,Mexico,138
1/07/2020,Core Infrastructure,Vehicles,New Zealand,56
1/07/2020,Data Centers,Amortization,USA,"1,070"
1/07/2020,Data Centers,Depreciation,Ireland,644
1/07/2020,Data Centers,Depreciation,United Kingdom,"18,795"
1/07/2020,Data Centers,Depreciation,USA,"238,851"
1/07/2020,Data Centers,Employee Performance,USA,688
1/07/2020,Data Centers,External Labor,Germany,"6,867"
1/07/2020,Data Centers,External Labor,United Kingdom,"93,356"
1/07/2020,Data Centers,External Labor,USA,"226,975"
1/07/2020,Data Centers,Hardware,United Kingdom,"27,315"
1/07/2020,Data Centers,Hardware,USA,"15,645"
1/07/2020,Data Centers,Hardware Maintenance,United Kingdom,"12,045"
1/07/2020,Data Centers,Hardware Maintenance,USA,"135,420"
1/07/2020,Data Centers,Internal Labor,Austria,"4,230"
1/07/2020,Data Centers,Internal Labor,Germany,"11,807"
1/07/2020,Data Centers,Internal Labor,Netherlands,"3,750"
1/07/2020,Data Centers,Internal Labor,Spain,"3,480"
1/07/2020,Data Centers,Internal Labor,United Kingdom,"10,389"
1/07/2020,Data Centers,Internal Labor,USA,"120,364"
1/07/2020,Data Centers,Other,Austria,28
1/07/2020,Data Centers,Other,Netherlands,6
1/07/2020,Data Centers,Other,Spain,81
1/07/2020,Data Centers,Other,United Kingdom,266
1/07/2020,Data Centers,Other,USA,84
1/07/2020,Data Centers,Project Expenses,United Kingdom,"5,116"
1/07/2020,Data Centers,Recognition,Austria,44
1/07/2020,Data Centers,Severance,Austria,38
1/07/2020,Data Centers,Software,USA,"17,093"
1/07/2020,Data Centers,Software Maintenance,USA,"106,014"
1/07/2020,Data Centers,Supplies,USA,85
1/07/2020,Data Centers,Taxes,USA,"17,338"
1/07/2020,Data Centers,Telecomm,Austria,12
1/07/2020,Data Centers,Telecomm,United Kingdom,36
1/07/2020,Data Centers,Telecomm,USA,"1,056"
1/07/2020,Data Centers,Training,United Kingdom,584
1/07/2020,Data Centers,Travel,Austria,617
1/07/2020,Data Centers,Travel,Germany,290
1/07/2020,Data Centers,Travel,Netherlands,84
1/07/2020,Data Centers,Travel,Spain,270
1/07/2020,Data Centers,Travel,United Kingdom,"1,361"
1/07/2020,Data Centers,Travel,USA,440
1/07/2020,Data Centers,Vehicles,Netherlands,425
1/07/2020,Data Centers,Vehicles,United Kingdom,1
1/07/2020,Data Management,Depreciation,Germany,"4,590"
1/07/2020,Data Management,Internal Labor,Germany,"2,910"
1/07/2020,Data Management,Internal Labor,Spain,"3,133"
1/07/2020,Data Management,Other,Spain,157
1/07/2020,Data Management,Telecomm,Germany,"-1,604"
1/07/2020,Data Management,Travel,Germany,264
1/07/2020,Data Management,Travel,Spain,705
1/07/2020,Development,Employee Performance,USA,187
1/07/2020,Development,External Labor,USA,"38,423"
1/07/2020,Development,Inbound Allocations,United Kingdom,-24
1/07/2020,Development,Internal Labor,Belgium,"5,371"
1/07/2020,Development,Internal Labor,Germany,"1,415"
1/07/2020,Development,Internal Labor,Spain,"3,950"
1/07/2020,Development,Internal Labor,United Kingdom,"7,073"
1/07/2020,Development,Internal Labor,USA,"145,811"
1/07/2020,Development,Other,Belgium,30
1/07/2020,Development,Other,Spain,64
1/07/2020,Development,Other,United Kingdom,"2,530"
1/07/2020,Development,Other,USA,973
1/07/2020,Development,Outbound Allocations,United Kingdom,"1,374"
1/07/2020,Development,Outbound Allocations,USA,-702
1/07/2020,Development,Software,USA,"89,771"
1/07/2020,Development,Software Maintenance,USA,"1,178"
1/07/2020,Development,Supplies,USA,15
1/07/2020,Development,Taxes,USA,"1,165"
1/07/2020,Development,Telecomm,Belgium,385
1/07/2020,Development,Telecomm,United Kingdom,30
1/07/2020,Development,Telecomm,USA,857
1/07/2020,Development,Training,Belgium,517
1/07/2020,Development,Training,United Kingdom,615
1/07/2020,Development,Training,USA,315
1/07/2020,Development,Travel,Belgium,"1,991"
1/07/2020,Development,Travel,Spain,"1,404"
1/07/2020,Development,Travel,United Kingdom,651
1/07/2020,Development,Travel,USA,"3,890"
1/07/2020,Development,Vehicles,Belgium,458
1/07/2020,Development,Vehicles,United Kingdom,1
1/07/2020,Distribution,Amortization,Italy,"5,535"
1/07/2020,Distribution,Depreciation,Belgium,17
1/07/2020,Distribution,Depreciation,Italy,293
1/07/2020,Distribution,Depreciation,Switzerland,448
1/07/2020,Distribution,Depreciation,United Kingdom,27
1/07/2020,Distribution,Employee Performance,USA,15
1/07/2020,Distribution,External Labor,Belgium,"20,503"
1/07/2020,Distribution,External Labor,France,"1,211"
1/07/2020,Distribution,External Labor,United Kingdom,"3,777"
1/07/2020,Distribution,External Labor,USA,"107,552"
1/07/2020,Distribution,Hardware,Canada,57
1/07/2020,Distribution,Internal Labor,Belgium,"2,577"
1/07/2020,Distribution,Internal Labor,Canada,"6,378"
1/07/2020,Distribution,Internal Labor,France,"17,041"
1/07/2020,Distribution,Internal Labor,Germany,"26,351"
1/07/2020,Distribution,Internal Labor,Italy,"11,070"
1/07/2020,Distribution,Internal Labor,Spain,"5,679"
1/07/2020,Distribution,Internal Labor,Switzerland,"6,853"
1/07/2020,Distribution,Internal Labor,United Kingdom,"7,974"
1/07/2020,Distribution,Internal Labor,USA,"82,201"
1/07/2020,Distribution,Other,Belgium,105
1/07/2020,Distribution,Other,Canada,2
1/07/2020,Distribution,Other,France,64
1/07/2020,Distribution,Other,Germany,120
1/07/2020,Distribution,Other,Italy,22
1/07/2020,Distribution,Other,Switzerland,"3,173"
1/07/2020,Distribution,Other,USA,123
1/07/2020,Distribution,Outbound Allocations,United Kingdom,714
1/07/2020,Distribution,Severance,Italy,550
1/07/2020,Distribution,Software,USA,54
1/07/2020,Distribution,Software Maintenance,USA,-494
1/07/2020,Distribution,Telecomm,Belgium,61
1/07/2020,Distribution,Telecomm,Canada,97
1/07/2020,Distribution,Telecomm,Italy,222
1/07/2020,Distribution,Telecomm,Switzerland,213
1/07/2020,Distribution,Telecomm,United Kingdom,8
1/07/2020,Distribution,Telecomm,USA,285
1/07/2020,Distribution,Training,Germany,535
1/07/2020,Distribution,Training,Italy,778
1/07/2020,Distribution,Training,Spain,255
1/07/2020,Distribution,Travel,Belgium,"1,791"
1/07/2020,Distribution,Travel,Canada,"1,173"
1/07/2020,Distribution,Travel,France,188
1/07/2020,Distribution,Travel,Germany,"1,431"
1/07/2020,Distribution,Travel,Italy,664
1/07/2020,Distribution,Travel,Spain,174
1/07/2020,Distribution,Travel,Switzerland,469
1/07/2020,Distribution,Travel,United Kingdom,22
1/07/2020,Distribution,Travel,USA,300
1/07/2020,Distribution,Vehicles,Belgium,370
1/07/2020,Distribution,Vehicles,United Kingdom,-470
1/07/2020,Document Management,Depreciation,USA,261
1/07/2020,Document Management,Employee Performance,USA,15
1/07/2020,Document Management,External Labor,USA,"133,182"
1/07/2020,Document Management,Hardware,USA,33
1/07/2020,Document Management,Internal Labor,USA,"121,561"
1/07/2020,Document Management,Other,USA,267
1/07/2020,Document Management,Software,USA,"1,375"
1/07/2020,Document Management,Software Maintenance,USA,"63,540"
1/07/2020,Document Management,Supplies,USA,88
1/07/2020,Document Management,Taxes,USA,154
1/07/2020,Document Management,Telecomm,USA,611
1/07/2020,Document Management,Training,USA,981
1/07/2020,Document Management,Travel,USA,"7,694"
1/07/2020,EIM,Amortization,Italy,170
1/07/2020,EIM,Depreciation,Italy,"1,689"
1/07/2020,EIM,Employee Performance,USA,4
1/07/2020,EIM,External Labor,USA,"76,990"
1/07/2020,EIM,Hardware,USA,647
1/07/2020,EIM,Hardware Maintenance,Italy,"3,268"
1/07/2020,EIM,Inbound Allocations,Belgium,"3,193"
1/07/2020,EIM,Internal Labor,Belgium,"-4,190"
1/07/2020,EIM,Internal Labor,Italy,"4,265"
1/07/2020,EIM,Internal Labor,USA,"106,502"
1/07/2020,EIM,Legal,USA,825
1/07/2020,EIM,Other,USA,228
1/07/2020,EIM,Severance,Italy,196
1/07/2020,EIM,Software,USA,"7,364"
1/07/2020,EIM,Software Maintenance,USA,"20,158"
1/07/2020,EIM,Supplies,USA,99
1/07/2020,EIM,Telecomm,USA,438
1/07/2020,EIM,Training,Italy,"7,290"
1/07/2020,EIM,Training,USA,276
1/07/2020,EIM,Travel,Italy,76
1/07/2020,EIM,Travel,USA,"3,429"
1/07/2020,Emerging,Depreciation,Brazil,"2,230"
1/07/2020,Emerging,Depreciation,Mexico,467
1/07/2020,Emerging,Depreciation,USA,63
1/07/2020,Emerging,External Labor,Brazil,"3,084"
1/07/2020,Emerging,External Labor,Mexico,"6,799"
1/07/2020,Emerging,External Labor,USA,"2,912"
1/07/2020,Emerging,Hardware Maintenance,Brazil,859
1/07/2020,Emerging,Hardware Maintenance,Mexico,3
1/07/2020,Emerging,Internal Labor,Brazil,"5,808"
1/07/2020,Emerging,Internal Labor,Mexico,"18,335"
1/07/2020,Emerging,Internal Labor,USA,"4,186"
1/07/2020,Emerging,Moving,Brazil,331
1/07/2020,Emerging,Other,Brazil,"1,794"
1/07/2020,Emerging,Other,Mexico,"1,131"
1/07/2020,Emerging,Recognition,Mexico,38
1/07/2020,Emerging,Severance,Brazil,318
1/07/2020,Emerging,Severance,Mexico,"1,911"
1/07/2020,Emerging,Software Maintenance,Brazil,"1,070"
1/07/2020,Emerging,Supplies,Brazil,167
1/07/2020,Emerging,Taxes,Mexico,43
1/07/2020,Emerging,Telecomm,Brazil,"1,041"
1/07/2020,Emerging,Telecomm,Mexico,126
1/07/2020,Emerging,Telecomm,Switzerland,2
1/07/2020,Emerging,Telecomm,USA,508
1/07/2020,Emerging,Training,Brazil,130
1/07/2020,Emerging,Travel,Mexico,"1,335"
1/07/2020,Emerging,Travel,USA,"1,943"
1/07/2020,Emerging,Vehicles,Mexico,73
1/07/2020,Enterprise Capabilities,Depreciation,United Kingdom,20
1/07/2020,Enterprise Capabilities,Internal Labor,Spain,"7,040"
1/07/2020,Enterprise Capabilities,Internal Labor,United Kingdom,"8,673"
1/07/2020,Enterprise Capabilities,Telecomm,United Kingdom,14
1/07/2020,Enterprise Capabilities,Training,United Kingdom,148
1/07/2020,Enterprise Capabilities,Travel,Spain,323
1/07/2020,Enterprise Capabilities,Travel,United Kingdom,"1,532"
1/07/2020,Enterprise Capabilities,Vehicles,United Kingdom,1
1/07/2020,GRC,Depreciation,United Kingdom,164
1/07/2020,GRC,Employee Performance,USA,30
1/07/2020,GRC,External Labor,Germany,"20,145"
1/07/2020,GRC,External Labor,United Kingdom,"2,558"
1/07/2020,GRC,External Labor,USA,46
1/07/2020,GRC,Hardware Maintenance,Italy,"7,554"
1/07/2020,GRC,Inbound Allocations,New Zealand,-63
1/07/2020,GRC,Internal Labor,France,"7,348"
1/07/2020,GRC,Internal Labor,Germany,"49,028"
1/07/2020,GRC,Internal Labor,Italy,"12,880"
1/07/2020,GRC,Internal Labor,New Zealand,"15,060"
1/07/2020,GRC,Internal Labor,United Kingdom,"38,527"
1/07/2020,GRC,Internal Labor,USA,"20,270"
1/07/2020,GRC,Other,France,46
1/07/2020,GRC,Other,Germany,127
1/07/2020,GRC,Other,Italy,4
1/07/2020,GRC,Other,New Zealand,59
1/07/2020,GRC,Other,United Kingdom,236
1/07/2020,GRC,Outbound Allocations,United Kingdom,714
1/07/2020,GRC,Severance,Italy,680
1/07/2020,GRC,Severance,New Zealand,223
1/07/2020,GRC,Supplies,New Zealand,2
1/07/2020,GRC,Supplies,USA,17
1/07/2020,GRC,Taxes,USA,104
1/07/2020,GRC,Telecomm,Italy,148
1/07/2020,GRC,Telecomm,New Zealand,63
1/07/2020,GRC,Telecomm,United Kingdom,227
1/07/2020,GRC,Telecomm,USA,235
1/07/2020,GRC,Travel,France,"1,813"
1/07/2020,GRC,Travel,Germany,"4,302"
1/07/2020,GRC,Travel,Italy,"1,707"
1/07/2020,GRC,Travel,New Zealand,-187
1/07/2020,GRC,Travel,United Kingdom,797
1/07/2020,GRC,Travel,USA,"1,937"
1/07/2020,GRC,Vehicles,Germany,"1,281"
1/07/2020,GRC,Vehicles,United Kingdom,32
1/07/2020,Help Desk,External Labor,United Kingdom,"51,748"
1/07/2020,Help Desk,External Labor,USA,"303,011"
1/07/2020,Help Desk,Hardware,USA,"1,916"
1/07/2020,Help Desk,Hardware Maintenance,USA,27
1/07/2020,Help Desk,Other,USA,17
1/07/2020,Help Desk,Software,USA,49
1/07/2020,Help Desk,Software Maintenance,United Kingdom,"110,564"
1/07/2020,Help Desk,Software Maintenance,USA,"4,841"
1/07/2020,Help Desk,Taxes,USA,230
1/07/2020,Help Desk,Telecomm,USA,514
1/07/2020,Help Desk,Travel,Spain,19
1/07/2020,Help Desk,Travel,USA,-42
1/07/2020,Hosting,Amortization,USA,"3,507"
1/07/2020,Hosting,Depreciation,USA,"44,624"
1/07/2020,Hosting,Employee Performance,USA,86
1/07/2020,Hosting,External Labor,USA,"246,713"
1/07/2020,Hosting,Hardware Maintenance,USA,7
1/07/2020,Hosting,Internal Labor,United Kingdom,"7,648"
1/07/2020,Hosting,Internal Labor,USA,"86,876"
1/07/2020,Hosting,Moving,USA,"5,446"
1/07/2020,Hosting,Other,USA,24
1/07/2020,Hosting,Software,USA,"21,776"
1/07/2020,Hosting,Software Maintenance,USA,"339,946"
1/07/2020,Hosting,Taxes,USA,"3,253"
1/07/2020,Hosting,Telecomm,United Kingdom,59
1/07/2020,Hosting,Telecomm,USA,375
1/07/2020,Hosting,Training,USA,241
1/07/2020,Hosting,Travel,United Kingdom,"1,148"
1/07/2020,Hosting,Travel,USA,153
1/07/2020,Hosting,Vehicles,United Kingdom,1
1/07/2020,Innovation,Depreciation,Austria,2
1/07/2020,Innovation,External Labor,USA,3
1/07/2020,Innovation,Hardware,USA,248
1/07/2020,Innovation,Internal Labor,Austria,"4,173"
1/07/2020,Innovation,Internal Labor,USA,"16,351"
1/07/2020,Innovation,Moving,USA,422
1/07/2020,Innovation,Other,USA,2
1/07/2020,Innovation,Severance,Austria,54
1/07/2020,Innovation,Software,USA,36
1/07/2020,Innovation,Software Maintenance,USA,30
1/07/2020,Innovation,Telecomm,Austria,367
1/07/2020,Innovation,Telecomm,USA,388
1/07/2020,Innovation,Travel,Austria,430
1/07/2020,Innovation,Travel,USA,"3,117"
1/07/2020,Manufacturing,Amortization,France,"8,522"
1/07/2020,Manufacturing,Amortization,Germany,"1,361"
1/07/2020,Manufacturing,Amortization,Ireland,"1,908"
1/07/2020,Manufacturing,Amortization,Italy,"9,259"
1/07/2020,Manufacturing,Amortization,Puerto Rico,"27,755"
1/07/2020,Manufacturing,Amortization,Spain,208
1/07/2020,Manufacturing,Amortization,USA,"1,204,456"
1/07/2020,Manufacturing,Depreciation,Brazil,"1,888"
1/07/2020,Manufacturing,Depreciation,France,"18,498"
1/07/2020,Manufacturing,Depreciation,Germany,36
1/07/2020,Manufacturing,Depreciation,Ireland,"6,736"
1/07/2020,Manufacturing,Depreciation,Italy,"14,961"
1/07/2020,Manufacturing,Depreciation,Puerto Rico,"51,977"
1/07/2020,Manufacturing,Depreciation,Spain,"2,441"
1/07/2020,Manufacturing,Depreciation,United Kingdom,"1,063"
1/07/2020,Manufacturing,Depreciation,USA,"26,511"
1/07/2020,Manufacturing,Employee Performance,USA,859
1/07/2020,Manufacturing,External Labor,Brazil,"6,006"
1/07/2020,Manufacturing,External Labor,France,"163,667"
1/07/2020,Manufacturing,External Labor,Ireland,"-11,776"
1/07/2020,Manufacturing,External Labor,Italy,"2,714"
1/07/2020,Manufacturing,External Labor,Mexico,"11,416"
1/07/2020,Manufacturing,External Labor,Puerto Rico,"35,363"
1/07/2020,Manufacturing,External Labor,Spain,"7,782"
1/07/2020,Manufacturing,External Labor,United Kingdom,"2,099"
1/07/2020,Manufacturing,External Labor,USA,"295,919"
1/07/2020,Manufacturing,Hardware,France,"59,554"
1/07/2020,Manufacturing,Hardware,Puerto Rico,359
1/07/2020,Manufacturing,Hardware,Spain,45
1/07/2020,Manufacturing,Hardware,USA,"2,522"
1/07/2020,Manufacturing,Hardware Maintenance,Brazil,721
1/07/2020,Manufacturing,Hardware Maintenance,Germany,"1,284"
1/07/2020,Manufacturing,Hardware Maintenance,Ireland,99
1/07/2020,Manufacturing,Hardware Maintenance,Italy,"6,269"
1/07/2020,Manufacturing,Hardware Maintenance,Puerto Rico,-453
1/07/2020,Manufacturing,Internal Labor,Brazil,"1,857"
1/07/2020,Manufacturing,Internal Labor,France,"135,489"
1/07/2020,Manufacturing,Internal Labor,Germany,"24,721"
1/07/2020,Manufacturing,Internal Labor,Ireland,"20,101"
1/07/2020,Manufacturing,Internal Labor,Italy,"8,199"
1/07/2020,Manufacturing,Internal Labor,Puerto Rico,"80,415"
1/07/2020,Manufacturing,Internal Labor,Spain,"25,040"
1/07/2020,Manufacturing,Internal Labor,United Kingdom,"7,872"
1/07/2020,Manufacturing,Internal Labor,USA,"674,860"
1/07/2020,Manufacturing,Other,Brazil,-22
1/07/2020,Manufacturing,Other,France,536
1/07/2020,Manufacturing,Other,Germany,53
1/07/2020,Manufacturing,Other,Italy,417
1/07/2020,Manufacturing,Other,Puerto Rico,"-4,222"
1/07/2020,Manufacturing,Other,Spain,251
1/07/2020,Manufacturing,Other,United Kingdom,"11,590"
1/07/2020,Manufacturing,Other,USA,179
1/07/2020,Manufacturing,Project Expenses,Ireland,425
1/07/2020,Manufacturing,Project Expenses,Puerto Rico,"1,521"
1/07/2020,Manufacturing,Project Expenses,USA,"13,466"
1/07/2020,Manufacturing,Recognition,USA,8
1/07/2020,Manufacturing,Severance,Brazil,-265
1/07/2020,Manufacturing,Severance,Italy,472
1/07/2020,Manufacturing,Software,USA,"63,731"
1/07/2020,Manufacturing,Software Maintenance,France,"12,598"
1/07/2020,Manufacturing,Software Maintenance,USA,"168,005"
1/07/2020,Manufacturing,Supplies,Brazil,5
1/07/2020,Manufacturing,Supplies,Germany,17
1/07/2020,Manufacturing,Supplies,Ireland,25
1/07/2020,Manufacturing,Supplies,Puerto Rico,"1,314"
1/07/2020,Manufacturing,Supplies,USA,546
1/07/2020,Manufacturing,Taxes,USA,"2,226"
1/07/2020,Manufacturing,Telecomm,Brazil,126
1/07/2020,Manufacturing,Telecomm,France,"12,241"
1/07/2020,Manufacturing,Telecomm,Ireland,"7,171"
1/07/2020,Manufacturing,Telecomm,Italy,-500
1/07/2020,Manufacturing,Telecomm,Puerto Rico,"4,790"
1/07/2020,Manufacturing,Telecomm,Spain,6
1/07/2020,Manufacturing,Telecomm,United Kingdom,97
1/07/2020,Manufacturing,Telecomm,USA,"11,290"
1/07/2020,Manufacturing,Training,France,382
1/07/2020,Manufacturing,Training,Puerto Rico,225
1/07/2020,Manufacturing,Training,USA,466
1/07/2020,Manufacturing,Travel,France,"5,803"
1/07/2020,Manufacturing,Travel,Ireland,284
1/07/2020,Manufacturing,Travel,Italy,292
1/07/2020,Manufacturing,Travel,Puerto Rico,955
1/07/2020,Manufacturing,Travel,Spain,748
1/07/2020,Manufacturing,Travel,United Kingdom,"2,438"
1/07/2020,Manufacturing,Travel,USA,"6,245"
1/07/2020,Manufacturing,Vehicles,France,238
1/07/2020,Manufacturing,Vehicles,Italy,106
1/07/2020,Manufacturing,Vehicles,Spain,-10
1/07/2020,Manufacturing,Vehicles,United Kingdom,2
1/07/2020,Mobility,Depreciation,United Kingdom,"13,188"
1/07/2020,Mobility,Depreciation,USA,"2,059"
1/07/2020,Mobility,External Labor,United Kingdom,"2,181"
1/07/2020,Mobility,External Labor,USA,"75,885"
1/07/2020,Mobility,Internal Labor,United Kingdom,"1,740"
1/07/2020,Mobility,Other,United Kingdom,"12,640"
1/07/2020,Mobility,Outbound Allocations,United Kingdom,"1,428"
1/07/2020,Mobility,Software,USA,"2,811"
1/07/2020,Mobility,Software Maintenance,USA,"26,122"
1/07/2020,Mobility,Taxes,USA,840
1/07/2020,Mobility,Telecomm,United Kingdom,355
1/07/2020,Mobility,Telecomm,USA,6
1/07/2020,Mobility,Travel,United Kingdom,975
1/07/2020,Mobility,Vehicles,United Kingdom,226
1/07/2020,Networking,CAPEX,USA,38
1/07/2020,Networking,Depreciation,Canada,335
1/07/2020,Networking,Depreciation,Mexico,5
1/07/2020,Networking,Depreciation,Switzerland,556
1/07/2020,Networking,Depreciation,United Kingdom,"2,745"
1/07/2020,Networking,Depreciation,USA,"37,537"
1/07/2020,Networking,External Labor,Ireland,"56,462"
1/07/2020,Networking,External Labor,Mexico,"12,286"
1/07/2020,Networking,External Labor,Switzerland,"1,345"
1/07/2020,Networking,External Labor,United Kingdom,716
1/07/2020,Networking,External Labor,USA,"203,052"
1/07/2020,Networking,Hardware,Switzerland,"4,184"
1/07/2020,Networking,Hardware,United Kingdom,"155,606"
1/07/2020,Networking,Hardware,USA,"143,313"
1/07/2020,Networking,Hardware Maintenance,Switzerland,"2,460"
1/07/2020,Networking,Hardware Maintenance,USA,"32,237"
1/07/2020,Networking,Internal Labor,Germany,"15,462"
1/07/2020,Networking,Internal Labor,Switzerland,"6,358"
1/07/2020,Networking,Internal Labor,United Kingdom,"11,788"
1/07/2020,Networking,Internal Labor,USA,"44,829"
1/07/2020,Networking,Other,Canada,5
1/07/2020,Networking,Other,Mexico,222
1/07/2020,Networking,Other,Switzerland,-189
1/07/2020,Networking,Other,United Kingdom,385
1/07/2020,Networking,Other,USA,250
1/07/2020,Networking,Project Expenses,United Kingdom,"2,975"
1/07/2020,Networking,Software,USA,36
1/07/2020,Networking,Software Maintenance,USA,"5,100"
1/07/2020,Networking,Supplies,Switzerland,28
1/07/2020,Networking,Supplies,USA,131
1/07/2020,Networking,Taxes,USA,"16,296"
1/07/2020,Networking,Telecomm,Canada,"4,071"
1/07/2020,Networking,Telecomm,Germany,4
1/07/2020,Networking,Telecomm,Mexico,410
1/07/2020,Networking,Telecomm,Switzerland,"11,194"
1/07/2020,Networking,Telecomm,United Kingdom,"39,731"
1/07/2020,Networking,Telecomm,USA,"486,488"
1/07/2020,Networking,Training,Germany,259
1/07/2020,Networking,Training,Switzerland,17
1/07/2020,Networking,Training,United Kingdom,49
1/07/2020,Networking,Travel,Canada,115
