Date,IT Department,Cost Element,Country,Actual
1/03/2020,Core Infrastructure,Supplies,Brazil,"2,634"
1/03/2020,Core Infrastructure,Supplies,Canada,"-1,243"
1/03/2020,Core Infrastructure,Supplies,Mexico,223
1/03/2020,Core Infrastructure,Supplies,New Zealand,20
1/03/2020,Core Infrastructure,Supplies,USA,882
1/03/2020,Core Infrastructure,Taxes,Brazil,7
1/03/2020,Core Infrastructure,Taxes,Mexico,162
1/03/2020,Core Infrastructure,Taxes,USA,9
1/03/2020,Core Infrastructure,Telecomm,Brazil,"2,148"
1/03/2020,Core Infrastructure,Telecomm,Canada,"2,543"
1/03/2020,Core Infrastructure,Telecomm,Mexico,"3,596"
1/03/2020,Core Infrastructure,Telecomm,New Zealand,"36,583"
1/03/2020,Core Infrastructure,Telecomm,Switzerland,72
1/03/2020,Core Infrastructure,Telecomm,USA,904
1/03/2020,Core Infrastructure,Training,USA,"1,476"
1/03/2020,Core Infrastructure,Travel,Brazil,"1,371"
1/03/2020,Core Infrastructure,Travel,Mexico,"-2,553"
1/03/2020,Core Infrastructure,Travel,New Zealand,"3,511"
1/03/2020,Core Infrastructure,Travel,USA,"5,416"
1/03/2020,Core Infrastructure,Vehicles,Mexico,19
1/03/2020,Core Infrastructure,Vehicles,New Zealand,53
1/03/2020,Data Centers,Amortization,USA,"1,725"
1/03/2020,Data Centers,CAPEX,USA,23
1/03/2020,Data Centers,Depreciation,Ireland,614
1/03/2020,Data Centers,Depreciation,United Kingdom,"19,508"
1/03/2020,Data Centers,Depreciation,USA,"252,234"
1/03/2020,Data Centers,Employee Performance,USA,165
1/03/2020,Data Centers,External Labor,Germany,"6,159"
1/03/2020,Data Centers,External Labor,Ireland,"95,112"
1/03/2020,Data Centers,External Labor,United Kingdom,"192,647"
1/03/2020,Data Centers,External Labor,USA,"255,867"
1/03/2020,Data Centers,Hardware,USA,"-2,177"
1/03/2020,Data Centers,Hardware Maintenance,United Kingdom,"-176,080"
1/03/2020,Data Centers,Hardware Maintenance,USA,"84,477"
1/03/2020,Data Centers,Internal Labor,Austria,"3,990"
1/03/2020,Data Centers,Internal Labor,Germany,"12,199"
1/03/2020,Data Centers,Internal Labor,Netherlands,"3,586"
1/03/2020,Data Centers,Internal Labor,Spain,"3,260"
1/03/2020,Data Centers,Internal Labor,United Kingdom,"10,614"
1/03/2020,Data Centers,Internal Labor,USA,"143,347"
1/03/2020,Data Centers,Other,Austria,33
1/03/2020,Data Centers,Other,Germany,42
1/03/2020,Data Centers,Other,Netherlands,5
1/03/2020,Data Centers,Other,Spain,40
1/03/2020,Data Centers,Other,United Kingdom,448
1/03/2020,Data Centers,Other,USA,130
1/03/2020,Data Centers,Recognition,Austria,32
1/03/2020,Data Centers,Severance,Austria,36
1/03/2020,Data Centers,Software,United Kingdom,"9,318"
1/03/2020,Data Centers,Software,USA,"11,956"
1/03/2020,Data Centers,Software Maintenance,USA,"229,863"
1/03/2020,Data Centers,Supplies,Spain,8
1/03/2020,Data Centers,Supplies,USA,250
1/03/2020,Data Centers,Taxes,USA,"17,338"
1/03/2020,Data Centers,Telecomm,Austria,11
1/03/2020,Data Centers,Telecomm,USA,"1,218"
1/03/2020,Data Centers,Training,Austria,33
1/03/2020,Data Centers,Training,United Kingdom,574
1/03/2020,Data Centers,Training,USA,"2,807"
1/03/2020,Data Centers,Travel,Germany,99
1/03/2020,Data Centers,Travel,Netherlands,-5
1/03/2020,Data Centers,Travel,Spain,277
1/03/2020,Data Centers,Travel,United Kingdom,784
1/03/2020,Data Centers,Travel,USA,626
1/03/2020,Data Centers,Vehicles,Netherlands,474
1/03/2020,Data Management,Amortization,Germany,457
1/03/2020,Data Management,Depreciation,Germany,"4,379"
1/03/2020,Data Management,Internal Labor,Germany,"3,235"
1/03/2020,Data Management,Internal Labor,Spain,"2,964"
1/03/2020,Data Management,Other,Germany,"-110,385"
1/03/2020,Data Management,Supplies,Germany,110
1/03/2020,Data Management,Telecomm,Germany,"20,789"
1/03/2020,Data Management,Vehicles,Spain,146
1/03/2020,Development,Employee Performance,USA,46
1/03/2020,Development,External Labor,Germany,"4,812"
1/03/2020,Development,External Labor,United Kingdom,"1,628"
1/03/2020,Development,External Labor,USA,"57,899"
1/03/2020,Development,Hardware,USA,"1,506"
1/03/2020,Development,Inbound Allocations,United Kingdom,7
1/03/2020,Development,Internal Labor,Belgium,"6,642"
1/03/2020,Development,Internal Labor,Germany,"1,350"
1/03/2020,Development,Internal Labor,Spain,"3,737"
1/03/2020,Development,Internal Labor,United Kingdom,"8,297"
1/03/2020,Development,Internal Labor,USA,"173,446"
1/03/2020,Development,Other,Belgium,59
1/03/2020,Development,Other,United Kingdom,149
1/03/2020,Development,Other,USA,"6,199"
1/03/2020,Development,Outbound Allocations,United Kingdom,"1,335"
1/03/2020,Development,Software,USA,"30,709"
1/03/2020,Development,Software Maintenance,USA,"-89,493"
1/03/2020,Development,Supplies,USA,39
1/03/2020,Development,Taxes,USA,"1,232"
1/03/2020,Development,Telecomm,Belgium,119
1/03/2020,Development,Telecomm,Germany,16
1/03/2020,Development,Telecomm,United Kingdom,79
1/03/2020,Development,Telecomm,USA,"1,133"
1/03/2020,Development,Training,Belgium,-831
1/03/2020,Development,Training,USA,514
1/03/2020,Development,Travel,Belgium,105
1/03/2020,Development,Travel,United Kingdom,"1,689"
1/03/2020,Development,Travel,USA,"2,176"
1/03/2020,Development,Vehicles,Belgium,"1,067"
1/03/2020,Distribution,Amortization,Italy,"5,280"
1/03/2020,Distribution,Depreciation,Belgium,17
1/03/2020,Distribution,Depreciation,Italy,280
1/03/2020,Distribution,Depreciation,Switzerland,448
1/03/2020,Distribution,Depreciation,United Kingdom,27
1/03/2020,Distribution,External Labor,France,"2,353"
1/03/2020,Distribution,External Labor,Spain,921
1/03/2020,Distribution,External Labor,United Kingdom,"5,035"
1/03/2020,Distribution,External Labor,USA,"24,521"
1/03/2020,Distribution,Hardware,Canada,57
1/03/2020,Distribution,Hardware,Spain,329
1/03/2020,Distribution,Hardware,USA,"2,058"
1/03/2020,Distribution,Internal Labor,Belgium,"9,698"
1/03/2020,Distribution,Internal Labor,Canada,"22,650"
1/03/2020,Distribution,Internal Labor,France,"18,778"
1/03/2020,Distribution,Internal Labor,Germany,"26,997"
1/03/2020,Distribution,Internal Labor,Italy,"-42,690"
1/03/2020,Distribution,Internal Labor,Spain,"5,320"
1/03/2020,Distribution,Internal Labor,Switzerland,"-13,374"
1/03/2020,Distribution,Internal Labor,United Kingdom,"12,558"
1/03/2020,Distribution,Internal Labor,USA,"90,096"
1/03/2020,Distribution,Other,Belgium,61
1/03/2020,Distribution,Other,France,701
1/03/2020,Distribution,Other,Germany,62
1/03/2020,Distribution,Other,Italy,-91
1/03/2020,Distribution,Other,Switzerland,14
1/03/2020,Distribution,Other,USA,114
1/03/2020,Distribution,Outbound Allocations,United Kingdom,717
1/03/2020,Distribution,Severance,Italy,"49,232"
1/03/2020,Distribution,Supplies,USA,27
1/03/2020,Distribution,Telecomm,Belgium,83
1/03/2020,Distribution,Telecomm,Canada,-35
1/03/2020,Distribution,Telecomm,Italy,247
1/03/2020,Distribution,Telecomm,Spain,30
1/03/2020,Distribution,Telecomm,Switzerland,"-2,944"
1/03/2020,Distribution,Telecomm,United Kingdom,"-120,217"
1/03/2020,Distribution,Telecomm,USA,374
1/03/2020,Distribution,Training,Belgium,"2,678"
1/03/2020,Distribution,Training,Switzerland,"2,104"
1/03/2020,Distribution,Travel,Belgium,785
1/03/2020,Distribution,Travel,Canada,4
1/03/2020,Distribution,Travel,Germany,730
1/03/2020,Distribution,Travel,Italy,343
1/03/2020,Distribution,Travel,Spain,108
1/03/2020,Distribution,Travel,Switzerland,325
1/03/2020,Distribution,Travel,USA,"1,014"
1/03/2020,Distribution,Vehicles,Belgium,322
1/03/2020,Distribution,Vehicles,United Kingdom,504
1/03/2020,Document Management,Depreciation,USA,261
1/03/2020,Document Management,Employee Performance,USA,343
1/03/2020,Document Management,External Labor,USA,"160,697"
1/03/2020,Document Management,Hardware,USA,"3,171"
1/03/2020,Document Management,Internal Labor,USA,"175,517"
1/03/2020,Document Management,Other,USA,470
1/03/2020,Document Management,Software,USA,85
1/03/2020,Document Management,Software Maintenance,USA,"67,530"
1/03/2020,Document Management,Supplies,USA,686
1/03/2020,Document Management,Taxes,USA,154
1/03/2020,Document Management,Telecomm,USA,973
1/03/2020,Document Management,Training,USA,"2,630"
1/03/2020,Document Management,Travel,USA,49
1/03/2020,EIM,Amortization,Italy,163
1/03/2020,EIM,CAPEX,USA,30
1/03/2020,EIM,Depreciation,Italy,"1,612"
1/03/2020,EIM,Employee Performance,USA,145
1/03/2020,EIM,External Labor,USA,"63,481"
1/03/2020,EIM,Hardware,USA,"3,090"
1/03/2020,EIM,Hardware Maintenance,Italy,"6,236"
1/03/2020,EIM,Internal Labor,Belgium,409
1/03/2020,EIM,Internal Labor,Italy,"1,899"
1/03/2020,EIM,Internal Labor,USA,"124,228"
1/03/2020,EIM,Other,Belgium,-30
1/03/2020,EIM,Other,Italy,"-20,945"
1/03/2020,EIM,Other,USA,23
1/03/2020,EIM,Severance,Italy,71
1/03/2020,EIM,Software,USA,"12,505"
1/03/2020,EIM,Software Maintenance,USA,"33,580"
1/03/2020,EIM,Supplies,USA,288
1/03/2020,EIM,Telecomm,Belgium,-79
1/03/2020,EIM,Telecomm,Italy,96
1/03/2020,EIM,Telecomm,USA,438
1/03/2020,EIM,Training,Belgium,831
1/03/2020,EIM,Training,USA,"1,374"
1/03/2020,EIM,Travel,Belgium,-88
1/03/2020,EIM,Travel,USA,153
1/03/2020,EIM,Vehicles,Belgium,-735
1/03/2020,Emerging,Depreciation,Brazil,"3,062"
1/03/2020,Emerging,Depreciation,Mexico,454
1/03/2020,Emerging,Depreciation,USA,63
1/03/2020,Emerging,External Labor,Brazil,"1,112"
1/03/2020,Emerging,External Labor,Mexico,"15,485"
1/03/2020,Emerging,Hardware,USA,34
1/03/2020,Emerging,Hardware Maintenance,Brazil,"1,840"
1/03/2020,Emerging,Internal Labor,Brazil,"6,663"
1/03/2020,Emerging,Internal Labor,Mexico,"15,432"
1/03/2020,Emerging,Internal Labor,USA,"10,232"
1/03/2020,Emerging,Moving,Brazil,296
1/03/2020,Emerging,Other,Brazil,"1,298"
1/03/2020,Emerging,Other,Mexico,249
1/03/2020,Emerging,Other,Switzerland,"31,681"
1/03/2020,Emerging,Recognition,Mexico,74
1/03/2020,Emerging,Severance,Brazil,387
1/03/2020,Emerging,Severance,Mexico,"1,858"
1/03/2020,Emerging,Software Maintenance,Brazil,"1,315"
1/03/2020,Emerging,Supplies,Brazil,2
1/03/2020,Emerging,Supplies,Mexico,36
1/03/2020,Emerging,Taxes,Mexico,31
1/03/2020,Emerging,Telecomm,Brazil,"2,473"
1/03/2020,Emerging,Telecomm,Switzerland,1
1/03/2020,Emerging,Telecomm,USA,395
1/03/2020,Emerging,Training,Brazil,67
1/03/2020,Emerging,Training,Mexico,496
1/03/2020,Emerging,Travel,Brazil,31
1/03/2020,Emerging,Travel,Mexico,276
1/03/2020,Emerging,Travel,USA,"8,680"
1/03/2020,Emerging,Vehicles,Mexico,68
1/03/2020,Enterprise Capabilities,Depreciation,United Kingdom,20
1/03/2020,Enterprise Capabilities,Internal Labor,Spain,"6,241"
1/03/2020,Enterprise Capabilities,Internal Labor,United Kingdom,"6,431"
1/03/2020,Enterprise Capabilities,Other,United Kingdom,10
1/03/2020,Enterprise Capabilities,Telecomm,United Kingdom,51
1/03/2020,Enterprise Capabilities,Travel,Spain,108
1/03/2020,Enterprise Capabilities,Travel,United Kingdom,"1,689"
1/03/2020,Enterprise Capabilities,Vehicles,United Kingdom,-1
1/03/2020,GRC,Depreciation,Spain,144
1/03/2020,GRC,Depreciation,United Kingdom,165
1/03/2020,GRC,External Labor,Germany,"37,456"
1/03/2020,GRC,External Labor,United Kingdom,"2,752"
1/03/2020,GRC,External Labor,USA,"150,067"
1/03/2020,GRC,Hardware Maintenance,Italy,"14,412"
1/03/2020,GRC,Internal Labor,France,"9,421"
1/03/2020,GRC,Internal Labor,Germany,"66,660"
1/03/2020,GRC,Internal Labor,Italy,"8,730"
1/03/2020,GRC,Internal Labor,New Zealand,"18,440"
1/03/2020,GRC,Internal Labor,United Kingdom,"42,236"
1/03/2020,GRC,Internal Labor,USA,"21,773"
1/03/2020,GRC,Other,Germany,12
1/03/2020,GRC,Other,Italy,-61
1/03/2020,GRC,Other,United Kingdom,523
1/03/2020,GRC,Other,USA,49
1/03/2020,GRC,Outbound Allocations,United Kingdom,717
1/03/2020,GRC,Severance,Italy,475
1/03/2020,GRC,Severance,New Zealand,452
1/03/2020,GRC,Supplies,Germany,7
1/03/2020,GRC,Supplies,United Kingdom,12
1/03/2020,GRC,Taxes,USA,104
1/03/2020,GRC,Telecomm,Italy,165
1/03/2020,GRC,Telecomm,United Kingdom,93
1/03/2020,GRC,Telecomm,USA,33
1/03/2020,GRC,Training,Germany,123
1/03/2020,GRC,Training,United Kingdom,29
1/03/2020,GRC,Travel,Germany,"4,640"
1/03/2020,GRC,Travel,Italy,276
1/03/2020,GRC,Travel,New Zealand,-69
1/03/2020,GRC,Travel,United Kingdom,"4,503"
1/03/2020,GRC,Travel,USA,286
1/03/2020,GRC,Vehicles,United Kingdom,107
1/03/2020,Help Desk,External Labor,Ireland,"33,457"
1/03/2020,Help Desk,External Labor,United Kingdom,"18,927"
1/03/2020,Help Desk,External Labor,USA,"280,375"
1/03/2020,Help Desk,Hardware,USA,"1,843"
1/03/2020,Help Desk,Hardware Maintenance,USA,580
1/03/2020,Help Desk,Internal Labor,USA,"11,090"
1/03/2020,Help Desk,Other,USA,38
1/03/2020,Help Desk,Software,USA,83
1/03/2020,Help Desk,Software Maintenance,United Kingdom,"27,522"
1/03/2020,Help Desk,Software Maintenance,USA,"4,811"
1/03/2020,Help Desk,Taxes,USA,230
1/03/2020,Help Desk,Telecomm,USA,"6,098"
1/03/2020,Help Desk,Training,USA,795
1/03/2020,Hosting,Amortization,USA,"3,507"
1/03/2020,Hosting,Depreciation,USA,"45,812"
1/03/2020,Hosting,Employee Performance,USA,56
1/03/2020,Hosting,External Labor,United Kingdom,243
1/03/2020,Hosting,External Labor,USA,"303,857"
1/03/2020,Hosting,Hardware,USA,464
1/03/2020,Hosting,Internal Labor,United Kingdom,"7,894"
1/03/2020,Hosting,Internal Labor,USA,"94,302"
1/03/2020,Hosting,Other,USA,33
1/03/2020,Hosting,Software,USA,"9,784"
1/03/2020,Hosting,Software Maintenance,USA,"331,934"
1/03/2020,Hosting,Supplies,USA,131
1/03/2020,Hosting,Taxes,USA,"3,253"
1/03/2020,Hosting,Telecomm,USA,758
1/03/2020,Hosting,Training,USA,264
1/03/2020,Hosting,Travel,United Kingdom,381
1/03/2020,Hosting,Travel,USA,140
1/03/2020,Hosting,Vehicles,United Kingdom,-935
1/03/2020,Innovation,Depreciation,Austria,2
1/03/2020,Innovation,Employee Performance,USA,38
1/03/2020,Innovation,Internal Labor,USA,"21,437"
1/03/2020,Innovation,Other,USA,5
1/03/2020,Innovation,Supplies,USA,9
1/03/2020,Innovation,Telecomm,USA,554
1/03/2020,Innovation,Travel,USA,1
1/03/2020,Licensing,Internal Labor,USA,178
1/03/2020,Manufacturing,Amortization,Brazil,8
1/03/2020,Manufacturing,Amortization,France,"9,987"
1/03/2020,Manufacturing,Amortization,Germany,"1,147"
1/03/2020,Manufacturing,Amortization,Ireland,"1,820"
1/03/2020,Manufacturing,Amortization,Italy,"22,590"
1/03/2020,Manufacturing,Amortization,Puerto Rico,"34,157"
1/03/2020,Manufacturing,Amortization,Spain,199
1/03/2020,Manufacturing,Amortization,USA,"1,051,300"
1/03/2020,Manufacturing,Depreciation,Brazil,"1,819"
1/03/2020,Manufacturing,Depreciation,France,"18,812"
1/03/2020,Manufacturing,Depreciation,Germany,260
1/03/2020,Manufacturing,Depreciation,Ireland,"5,797"
1/03/2020,Manufacturing,Depreciation,Italy,"14,814"
1/03/2020,Manufacturing,Depreciation,Puerto Rico,"53,528"
1/03/2020,Manufacturing,Depreciation,Spain,"1,236"
1/03/2020,Manufacturing,Depreciation,United Kingdom,"1,067"
1/03/2020,Manufacturing,Depreciation,USA,"27,735"
1/03/2020,Manufacturing,Employee Performance,USA,"1,343"
1/03/2020,Manufacturing,External Labor,Brazil,"3,576"
1/03/2020,Manufacturing,External Labor,France,"59,118"
1/03/2020,Manufacturing,External Labor,Germany,"-3,697"
1/03/2020,Manufacturing,External Labor,Ireland,"9,081"
1/03/2020,Manufacturing,External Labor,Italy,"27,646"
1/03/2020,Manufacturing,External Labor,Mexico,"24,733"
1/03/2020,Manufacturing,External Labor,Puerto Rico,"51,524"
1/03/2020,Manufacturing,External Labor,Spain,495
1/03/2020,Manufacturing,External Labor,United Kingdom,"1,816"
1/03/2020,Manufacturing,External Labor,USA,"257,425"
1/03/2020,Manufacturing,Hardware,France,"87,962"
1/03/2020,Manufacturing,Hardware,Puerto Rico,"-32,603"
1/03/2020,Manufacturing,Hardware,USA,"29,759"
1/03/2020,Manufacturing,Hardware Maintenance,Brazil,233
1/03/2020,Manufacturing,Hardware Maintenance,France,"3,603"
1/03/2020,Manufacturing,Hardware Maintenance,Ireland,278
1/03/2020,Manufacturing,Hardware Maintenance,Italy,"1,856"
1/03/2020,Manufacturing,Hardware Maintenance,Puerto Rico,"7,147"
1/03/2020,Manufacturing,Hardware Maintenance,Spain,575
1/03/2020,Manufacturing,Hardware Maintenance,USA,"1,145"
1/03/2020,Manufacturing,Internal Labor,Brazil,"3,366"
1/03/2020,Manufacturing,Internal Labor,France,"148,050"
1/03/2020,Manufacturing,Internal Labor,Germany,"29,565"
1/03/2020,Manufacturing,Internal Labor,Ireland,"21,862"
1/03/2020,Manufacturing,Internal Labor,Italy,"3,530"
1/03/2020,Manufacturing,Internal Labor,Puerto Rico,"96,769"
1/03/2020,Manufacturing,Internal Labor,Spain,"25,003"
1/03/2020,Manufacturing,Internal Labor,United Kingdom,"9,468"
1/03/2020,Manufacturing,Internal Labor,USA,"764,637"
1/03/2020,Manufacturing,Moving,USA,815
1/03/2020,Manufacturing,Other,Brazil,29
1/03/2020,Manufacturing,Other,France,"-12,145"
1/03/2020,Manufacturing,Other,Germany,35
1/03/2020,Manufacturing,Other,Ireland,"-3,958"
1/03/2020,Manufacturing,Other,Italy,"-16,731"
1/03/2020,Manufacturing,Other,Puerto Rico,"-18,339"
1/03/2020,Manufacturing,Other,Spain,20
1/03/2020,Manufacturing,Other,USA,"24,784"
1/03/2020,Manufacturing,Project Expenses,Puerto Rico,"2,561"
1/03/2020,Manufacturing,Project Expenses,USA,"12,881"
1/03/2020,Manufacturing,Recognition,USA,281
1/03/2020,Manufacturing,Severance,Brazil,196
1/03/2020,Manufacturing,Severance,France,-41
1/03/2020,Manufacturing,Severance,Italy,472
1/03/2020,Manufacturing,Software,France,331
1/03/2020,Manufacturing,Software,USA,"33,950"
1/03/2020,Manufacturing,Software Maintenance,France,"49,438"
1/03/2020,Manufacturing,Software Maintenance,USA,"200,914"
1/03/2020,Manufacturing,Supplies,Brazil,8
1/03/2020,Manufacturing,Supplies,Puerto Rico,986
1/03/2020,Manufacturing,Supplies,USA,"1,104"
1/03/2020,Manufacturing,Taxes,USA,"2,226"
1/03/2020,Manufacturing,Telecomm,Brazil,111
1/03/2020,Manufacturing,Telecomm,France,"5,865"
1/03/2020,Manufacturing,Telecomm,Ireland,"3,717"
1/03/2020,Manufacturing,Telecomm,Italy,856
1/03/2020,Manufacturing,Telecomm,Puerto Rico,"17,438"
1/03/2020,Manufacturing,Telecomm,United Kingdom,290
1/03/2020,Manufacturing,Telecomm,USA,"7,303"
1/03/2020,Manufacturing,Training,Germany,"-2,336"
1/03/2020,Manufacturing,Training,Puerto Rico,"1,246"
1/03/2020,Manufacturing,Training,Spain,10
1/03/2020,Manufacturing,Training,USA,"7,536"
1/03/2020,Manufacturing,Travel,Brazil,-30
1/03/2020,Manufacturing,Travel,France,"3,102"
1/03/2020,Manufacturing,Travel,Germany,197
1/03/2020,Manufacturing,Travel,Ireland,86
1/03/2020,Manufacturing,Travel,Italy,"1,726"
1/03/2020,Manufacturing,Travel,Puerto Rico,970
1/03/2020,Manufacturing,Travel,Spain,121
1/03/2020,Manufacturing,Travel,United Kingdom,"2,613"
1/03/2020,Manufacturing,Travel,USA,"18,342"
1/03/2020,Manufacturing,Vehicles,France,227
1/03/2020,Manufacturing,Vehicles,Italy,84
1/03/2020,Manufacturing,Vehicles,Spain,-9
1/03/2020,Mobility,Depreciation,United Kingdom,"13,242"
1/03/2020,Mobility,Depreciation,USA,"2,133"
1/03/2020,Mobility,External Labor,United Kingdom,"2,495"
1/03/2020,Mobility,External Labor,USA,"45,190"
1/03/2020,Mobility,Internal Labor,United Kingdom,"8,701"
1/03/2020,Mobility,Internal Labor,USA,410
1/03/2020,Mobility,Other,United Kingdom,"13,085"
1/03/2020,Mobility,Outbound Allocations,United Kingdom,"1,434"
1/03/2020,Mobility,Software,USA,"2,811"
1/03/2020,Mobility,Software Maintenance,USA,"20,999"
1/03/2020,Mobility,Taxes,USA,840
1/03/2020,Mobility,Telecomm,United Kingdom,384
1/03/2020,Mobility,Telecomm,USA,91
1/03/2020,Mobility,Travel,United Kingdom,"2,022"
1/03/2020,Mobility,Vehicles,United Kingdom,-117
1/03/2020,Networking,Depreciation,Canada,331
1/03/2020,Networking,Depreciation,Mexico,5
1/03/2020,Networking,Depreciation,Switzerland,556
1/03/2020,Networking,Depreciation,United Kingdom,"4,797"
1/03/2020,Networking,Depreciation,USA,"38,583"
1/03/2020,Networking,External Labor,Ireland,"50,856"
1/03/2020,Networking,External Labor,Mexico,"36,660"
1/03/2020,Networking,External Labor,United Kingdom,903
1/03/2020,Networking,External Labor,USA,"-55,394"
1/03/2020,Networking,Hardware,Switzerland,"2,013"
1/03/2020,Networking,Hardware,United Kingdom,"306,174"
1/03/2020,Networking,Hardware,USA,"211,694"
1/03/2020,Networking,Hardware Maintenance,Mexico,"2,043"
1/03/2020,Networking,Hardware Maintenance,United Kingdom,"14,880"
1/03/2020,Networking,Hardware Maintenance,USA,"6,943"
1/03/2020,Networking,Internal Labor,Germany,"16,921"
1/03/2020,Networking,Internal Labor,Switzerland,"6,836"
1/03/2020,Networking,Internal Labor,United Kingdom,"12,398"
1/03/2020,Networking,Internal Labor,USA,"52,531"
1/03/2020,Networking,Other,Ireland,53
1/03/2020,Networking,Other,Mexico,153
1/03/2020,Networking,Other,Switzerland,"-5,773"
1/03/2020,Networking,Other,United Kingdom,649
1/03/2020,Networking,Other,USA,"325,430"
1/03/2020,Networking,Project Expenses,United Kingdom,"8,911"
1/03/2020,Networking,Project Expenses,USA,"31,533"
1/03/2020,Networking,Software,USA,"39,517"
1/03/2020,Networking,Software Maintenance,USA,"104,978"
1/03/2020,Networking,Supplies,Switzerland,46
1/03/2020,Networking,Supplies,USA,124
1/03/2020,Networking,Taxes,USA,"8,926"
1/03/2020,Networking,Telecomm,Canada,"3,972"
1/03/2020,Networking,Telecomm,Germany,2
1/03/2020,Networking,Telecomm,Mexico,"7,357"
